"","name","phone","addr","loc","link"
"1452","Crowne Plaza Knoxville Downtown University","(865) 378-8849","401 W Summit Hill Dr","Knoxville, TN 37902","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=tyssh&_PMID=99601036&cm_mmc=ypm"
"1453","Staybridge Suites Chattanooga-Hamilton Place","(423) 702-4460","7015 Shallowford Rd","Chattanooga, TN 37421","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=chafr&_PMID=99601036&cm_mmc=ypm"
"1454","Staybridge Suites Memphis-Poplar Ave East","(901) 979-6483","1070 Ridge Lake Blvd","Memphis, TN 38120","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=memtn&_PMID=99601036&cm_mmc=ypm"
"1455","Candlewood Suites Knoxville Airport-Alcoa","(865) 381-5538","176 Cusick Rd","Alcoa, TN 37701","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=tyscr&_PMID=99601036&cm_mmc=ypm"
"1456","Staybridge Suites Chattanooga Dwtn - Conv Ctnr","(423) 704-9752","1300 Carter St","Chattanooga, TN 37402","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=chacs&_PMID=99601036&cm_mmc=ypm"
"1459","Staybridge Suites Knoxville Oak Ridge","(865) 392-8203","420 S Illinois Ave","Oak Ridge, TN 37830","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=okrsb&_PMID=99601036&cm_mmc=ypm"
"1461","Crowne Plaza Memphis Downtown","(901) 902-3481","300 N 2nd St","Memphis, TN 38105","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=memss&_PMID=99601036&cm_mmc=ypm"
"1462","Hotel Indigo Nashville","(629) 895-4333","301 Union St","Nashville, TN 37201","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=bnaus&_PMID=99601036&cm_mmc=ypm"
"1470","Baymont Inn & Suites","(931) 456-9338","4038 Highway 127 N","Crossville, TN 38571","http://www.baymontinns.com/hotels/tennessee/crossville/baymont-crossville/hotel-overview"
"1471","Staybridge Suites Knoxville-West","(865) 381-4599","11319 Campbell Lakes Dr","Farragut, TN 37934","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=tysle&_PMID=99601036&cm_mmc=ypm"
"1473","Candlewood Suites Smyrna - Nashville","(615) 675-6232","930 Colonade Dr","Smyrna, TN 37167","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=mqycw&_PMID=99601036&cm_mmc=ypm"
"1480","Red Sands Motel","(806) 637-6536","901 Lubbock Rd","Brownfield, TX 79316",NA
"1481","Stamford Inn","(325) 773-2731","1402 N Swenson St","Stamford, TX 79553","http://stamfordinntx.com"
"1491","Candlewood Suites Cotulla","(844) 600-1992","547 Las Palmas Blvd","Cotulla, TX 78014","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=lrdlp&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-dexess-_-cw-_-LRDLP&glat=MEDI"
"1493","America's Best Value Gameroom & Jimmy Bar","(409) 986-9777","5201 Gulf Fwy","La Marque, TX 77568","http://americasbestvalueinn.com"
"1496","avid hotels Beaumont","(844) 427-0730","5400 Rexora Dr","Beaumont, TX 77707","https://www.avidhotels.com/redirect?path=hd&brandCode=va&hotelCode=bptav&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-dexess-_-va-_-BPTAV&glat=MEDI"
"1499","Regency Inn & Suites","(877) 309-9984","7700 Will Clayton Pkwy","Humble, TX 77338",NA
"1500","RE/MAX Horseshoe Bay Resort Sales","(830) 598-8726","7409 W Fm 2147","Horseshoe Bay, TX 78657","http://hsbresortsales.com"
"1501","Emerald Inn & Suites","(281) 583-2050","707 Cypress Creek Pkwy","Houston, TX 77090",NA
"1502","Inland Motel","(361) 534-3058","1010 Us Highway 181","Taft, TX 78390",NA
"1505","Staybridge Suites Houston West/Energy Corridor","(844) 677-6818","1225 Eldridge Pkwy","Houston, TX 77077","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=houee&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-dexess-_-sb-_-HOUEE&glat=MEDI"
"1506","Crowne Plaza Dallas Downtown","(469) 455-3870","1015 Elm St","Dallas, TX 75202","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=dalem&_PMID=99601036&cm_mmc=ypm"
"1507","Royal Inn","(361) 575-4531","3004 Houston Hwy","Victoria, TX 77901",NA
"1514","Quality Inn","(435) 259-4655","1051 S Highway 191","Moab, UT 84532","http://www.sleepinn.com"
"1515","Clarion Suites","(435) 256-8775","1239 S Main St","Saint George, UT 84770","http://www.stgeorgeclarionsuites.com"
"1516","Staybridge Suites Salt Lake-West Valley City","(385) 324-9755","3038 Decker Lake Dr","West Valley City, UT 84119","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=slcbt&_PMID=99601036&cm_mmc=ypm"
"1517","Virginian Motel The","(435) 259-5951","70 E 200 S","Moab, UT 84532","http://www.moab-utah.com/virginian"
"1518","Staybridge Suites Midvale","(801) 790-0705","747 W Blue Vista Ln","Midvale, UT 84047","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=slcmv&_PMID=99601036&cm_mmc=ypm"
"1521","Staybridge Suites Lehi - Traverse Ridge Center","(385) 376-3316","3380 N Triumph Blvd","Lehi, UT 84043","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=pvuli&_PMID=99601036&cm_mmc=ypm"
"1522","Staybridge Suites St George","(435) 522-3503","1301 Sunland Dr","Saint George, UT 84790","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=sgutg&_PMID=99601036&cm_mmc=ypm"
"1525","Super 8 Salina/scenic Hills Area","(435) 529-7483","375 E 1620 S","Salina, UT 84654","http://super8.com"
"1548","Capitol Plaza Hotel & Conference Center","(802) 552-0722","100 State St","Montpelier, VT 05602","http://www.capitolplaza.com"
"1552","Burlington Stagecoach LTD","(802) 598-4002","135 Waverly Cir","Colchester, VT 05446",NA
"1553","The Combes Family Inn","(802) 228-8799","953 E Lake Rd","Ludlow, VT 05149","http://www.combesfamilyinn.com"
"1554","Big Bears Lodge","(802) 464-5591","344 Route 100","West Dover, VT 05356","http://www.bigbearslodge.com"
"1555","White Horse Inn","(802) 496-9448","999 German Flats Rd","Waitsfield, VT 05673","http://www.thewhitehorselodge.com"
"1556","Inn At Mountain View Farm","(802) 626-9924","3383 Belden Hill Rd","East Burke, VT 05832","http://www.innmtnview.com"
"1557","Paradise Inn","(802) 442-8351","141 Main St","Bennington, VT 05201","http://www.theparadisemotorinn.com"
"1558","DoubleTree by Hilton","(802) 658-0250","1117 Williston Rd","South Burlington, VT 05403","http://www.doubletreehotelburlington.com"
"1559","The Stowehof","(802) 253-9722","434 Edson Hill Rd","Stowe, VT 05672","https://thestowehof.com/?utm_medium=organic&utm_source=yext&utm_campaign=website"
"1560","Budget Inn","(802) 479-3333","573 N Main St","Barre, VT 05641",NA
"1561","Baxter Mountain House B & B","(802) 763-8824","1298 Faybrook Rd","Sharon, VT 05065","https://www.eventective.com/sharon-vt"
"1562","Blueberry Hill Inn","(802) 247-6735","1245 Goshen Ripton Rd","Goshen, VT 05733","https://www.blueberryhillinn.com"
"1563","Vermont House","(802) 464-3511","15 W Main St","Wilmington, VT 05363","http://www.vermonthouse.net"
"1564","Seasons Pass Inn","(802) 253-7244","613 S Main St","Stowe, VT 05672",NA
"1565","Ludlow Village Inn & Suites","(802) 228-8686","95 Main St","Ludlow, VT 05149","http://ludlowvillageinn.com"
"1566","Chester House Inn","(888) 875-2205","266 Main St","Chester, VT 05143","http://www.chesterhouseinn.com"
"1567","Overlook Park Bed & Breakfast","(855) 259-7362","1560 Spear St","South Burlington, VT 05403","http://www.bedandbreakfast.com/vermont-south-burlington-overlookparkbedandbreakfast.html?bid=18&aid=CD242&opt="
"1568","Ho Hum Motel","(802) 863-4551","1660 Williston Rd","South Burlington, VT 05403",NA
"1569","Fairbanks Inn","(802) 748-5666","401 Western Ave","Saint Johnsbury, VT 05819","http://www.stjay.com"
"1570","Autumn Inn","(802) 447-7625","924 Main St","Bennington, VT 05201","http://www.theautumninn.com"
"1571","Ira Allen House","(802) 362-2284","6311 Vt Route 7a","Arlington, VT 05250","http://www.iraallenhouse.com/rooms.html"
"1572","Smugglers' Notch Resort","(802) 644-8851","4323 Vt Route 108 S","Jeffersonville, VT 05464","http://www.smuggs.com"
"1573","Austrian Haus","(802) 464-3911","6 Abroad Rd","West Dover, VT 05356","http://austrianhaus.com"
"1574","Harwood Hill Motel","(802) 442-6278","864 Harwood Hill Rd","Bennington, VT 05201","http://www.harwoodhillmotel.com"
"1575","Wrinkles","(802) 362-7823","59 Union St","Manchester, VT 05254",NA
"1583","Wingate BY Windham","(844) 352-9088","20 Sanford Dr","Fredericksburg, VA 22406","http://wingatehotels.com/hotels/destinations"
"1587","Crowne Plaza Dulles Airport","(571) 570-2172","2200 Centreville Rd","Herndon, VA 20170","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=washv&_PMID=99601036&cm_mmc=ypm"
"1588","Staybridge Suites Quantico-Stafford","(540) 930-3781","2996 Jefferson Davis Hwy","Stafford, VA 22554","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=srdsb&_PMID=99601036&cm_mmc=ypm"
"1589","Candlewood Suites Washington-Fairfax","(571) 668-6459","11400 Random Hills Rd","Fairfax, VA 22030","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=wasrh&_PMID=99601036&cm_mmc=ypm"
"1590","Candlewood Suites Richmond-South","(804) 877-0455","4301 Commerce Rd","Richmond, VA 23234","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=riccm&_PMID=99601036&cm_mmc=ypm"
"1592","Vip Motor Inn","(804) 271-6081","2301 Willis Rd","Richmond, VA 23237","http://vipmotorinn.com"
"1593","Martha Kay Motel","(804) 256-7519","8811 Jefferson Davis Hwy","N Chesterfield, VA 23237","http://martha-kay-motel.business.site"
"1595","Candlewood Suites Ft Lee - Petersburg - Hopewell","(804) 636-6091","5113 Plaza Dr","Hopewell, VA 23860","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=hpwpd&_PMID=99601036&cm_mmc=ypm"
"1596","Staybridge Suites Chantilly Dulles Airport","(571) 483-5162","3860 Centerview Dr","Chantilly, VA 20151","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=ctyll&_PMID=99601036&cm_mmc=ypm"
"1600","Candlewood Suites Virginia Beach/Norfolk","(757) 908-3284","4437 Bonney Rd","Virginia Beach, VA 23462","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=orfbo&_PMID=99601036&cm_mmc=ypm"
"1601","Candlewood Suites Washington-Dulles Herndon","(571) 771-4450","13845 Sunrise Valley Dr","Herndon, VA 20171","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=wassv&_PMID=99601036&cm_mmc=ypm"
"1604","Crowne Plaza Crystal City-Washington, D.C.","(703) 940-0239","1480 Crystal Dr","Arlington, VA 22202","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=wasna&_PMID=99601036&cm_mmc=ypm"
"1606","Candlewood Suites Washington Dulles Sterling","(703) 879-7783","45520 Severn Way","Sterling, VA 20166","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=wasva&_PMID=99601036&cm_mmc=ypm"
"1607","Candlewood Suites Chesapeake/Suffolk","(757) 296-7633","4809 Market Pl","Chesapeake, VA 23321","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=orfcd&_PMID=99601036&cm_mmc=ypm"
"1617","A Swallow's Nest Motel","(206) 463-2646","6030 SW 248th St","Vashon, WA 98070","http://www.vashonislandcottages.com"
"1618","Sleep Inn and Suites","(509) 661-0073","235 E Penny Rd","Wenatchee, WA 98801","https://www.choicehotels.com/washington/wenatchee/sleep-inn-hotels/wa349"
"1619","Coho Charters & Motel","(360) 214-5990","237 Howerton Way SE","Ilwaco, WA 98624",NA
"1620","Candlewood Suites Olympia/Lacey","(360) 634-3081","4440 3rd Ave SE","Lacey, WA 98503","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=lacwa&_PMID=99601036&cm_mmc=ypm"
"1621","Staybridge Suites Everett - Paine Field","(425) 366-4341","9600 Harbour Pl","Mukilteo, WA 98275","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=paemu&_PMID=99601036&cm_mmc=ypm"
"1622","Crowne Plaza Seattle Airport","(206) 701-6937","17338 International Blvd","Seatac, WA 98188","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=seaia&_PMID=99601036&cm_mmc=ypm"
"1623","Crowne Plaza Seattle-Downtown","(206) 457-3832","1113 6th Ave","Seattle, WA 98101","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=seadt&_PMID=99601036&cm_mmc=ypm"
"1625","Staybridge Suites Seattle - Fremont","(206) 397-0589","3926 Aurora Ave N","Seattle, WA 98103","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=seasb&_PMID=99601036&cm_mmc=ypm"
"1627","EVEN Hotels Seattle Downtown - Lake Union","(206) 350-0400","527 Fairview Ave N","Seattle, WA 98109","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=seasw&_PMID=99601036&cm_mmc=ypm"
"1628","Tahitian Inn","(509) 416-2190","2724 W Lewis St","Pasco, WA 99301","https://tahitian-motor-inn.washington-state.net/es"
"1629","Staybridge Suites Seattle Downtown - Lake Union","(206) 602-2344","1119 Mercer St","Seattle, WA 98109","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=seamf&_PMID=99601036&cm_mmc=ypm"
"1630","Lopez Lodge","(360) 468-2071","37 Weeks Point Way","Lopez Island, WA 98261","http://www.lopezlodge.com"
"1632","Hotel Indigo Seattle Everett Waterfront","(425) 780-4138","1028 13th St","Everett, WA 98201","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=paeer&_PMID=99601036&cm_mmc=ypm"
"1633","Hotel Indigo Spokane","(509) 606-2482","110 S Madison St","Spokane, WA 99201","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=gegdg&_PMID=99601036&cm_mmc=ypm"
"1634","Candlewood Suites Burlington","(360) 826-7666","1866 S Burlington Blvd","Burlington, WA 98233","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=bgctw&_PMID=99601036&cm_mmc=ypm"
"1635","Candlewood Suites Sumner","(253) 321-5768","2520 136th Avenue Ct E","Sumner, WA 98390","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=smnwa&_PMID=99601036&cm_mmc=ypm"
"1636","Candlewood Suites Oak Harbor","(360) 323-2173","33221 State Route 20","Oak Harbor, WA 98277","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=okhbr&_PMID=99601036&cm_mmc=ypm"
"1637","Candlewood Suites Lakewood","(253) 844-2741","10720 Pacific Hwy SW","Lakewood, WA 98499","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=sealw&_PMID=99601036&cm_mmc=ypm"
"1638","Candlewood Suites Vancouver-Camas","(360) 583-3418","2010 SE 192nd Ave","Camas, WA 98607","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=vencw&_PMID=99601036&cm_mmc=ypm"
"1641","Comfort Suites","(509) 293-9130","195 E Penny Rd","Wenatchee, WA 98801","http://comfortsuites.com"
"1642","John Wayne's Water Front Resort of Sequim","(360) 681-3853","2634 West Sequim Bay Rd","Sequim, WA 98382","http://www.johnwaynewaterfrontresort.com"
"1651","Fairfield Inn & Suites","(304) 645-7300","540 N Jefferson St","Lewisburg, WV 24901","http://marriott.com"
"1652","Hampton Inn","(304) 645-7300","540 N Jefferson St","Lewisburg, WV 24901",NA
"1653","Hampton Inn","(304) 872-7100","5400 Webster Rd","Summersville, WV 26651","http://hamptoninn3.hilton.com/en/hotels/west-virginia/hampton-inn-summersville-SVLWVHX/index.html"
"1655","Candlewood Suites MORGANTOWN-UNIV WEST VIRGINIA","(304) 906-4166","7200 Willie G Ave","Morgantown, WV 26501","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=mgwcw&_PMID=99601036&cm_mmc=ypm"
"1657","Quality Inn","(304) 645-7722","540 N Jefferson St","Lewisburg, WV 24901","http://www.qualityinn.com"
"1660","Candlewood Suites Logan","(304) 896-0359","743 Stratton St","Logan, WV 25601","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=crwlw&_PMID=99601036&cm_mmc=ypm"
"1685","Landmark Motel","(715) 823-7899","5 N Main St","Clintonville, WI 54929","http://www.thelandmarkmotel.com"
"1687","Staybridge Suites Madison-East","(608) 218-5723","3301 City View Dr","Madison, WI 53718","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=msnhc&_PMID=99601036&cm_mmc=ypm"
"1688","Sunset Motel","(715) 229-3647","713 E 3rd St","Owen, WI 54460","http://sunsetmotel.com"
"1689","Staybridge Suites Milwaukee West-Oconomowoc","(262) 254-1481","1141 Blue Ribbon Dr","Oconomowoc, WI 53066","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=ocosy&_PMID=99601036&cm_mmc=ypm"
"1690","Crowne Plaza Milwaukee South","(262) 320-4058","6401 S 13th St","Milwaukee, WI 53221","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=mketh&_PMID=99601036&cm_mmc=ypm"
"1691","White Pines Lodge","(715) 787-4800","N9117 Big Lake Rd","Gresham, WI 54128","http://www.whitepineslodge.net"
"1692","Nite Inn","(715) 355-1641","425 Grand Ave","Schofield, WI 54476","http://www.theniteinn.com"
"1693","Badger Motel & Suites","(715) 723-9351","2997 S Prairie View Rd","Chippewa Falls, WI 54729","http://www.badgermotels.com"
"1695","Staybridge Suites Middleton/Madison-West","(608) 999-4158","7790 Elmwood Ave","Middleton, WI 53562","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=msnua&_PMID=99601036&cm_mmc=ypm"
"1699","Staybridge Suites Milwaukee Airport South","(414) 765-2787","9575 S 27th St","Franklin, WI 53132","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=mkefr&_PMID=99601036&cm_mmc=ypm"
"1701","Comfort Suites","(844) 681-4743","15586 W County Road B","Hayward, WI 54843","https://www.hiexpress.com/redirect?path=hd&brandCode=ex&hotelCode=hyrwd&_PMID=99601036&setPMCookies=true&cm_mmc=mdpr-_-dexess-_-ex-_-HYRWD&glat=MEDI"
"1703","Staybridge Suites Eau Claire - Altoona","(715) 318-2719","1515 Bluestem Blvd","Altoona, WI 54720","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=eaurp&_PMID=99601036&cm_mmc=ypm"
"1706","Hotel Indigo Madison Downtown","(608) 999-4316","901 E Washington Ave","Madison, WI 53703","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=msnms&_PMID=99601036&cm_mmc=ypm"
"1708","avid hotels Madison - Monona","(608) 999-4282","900 W Broadway","Monona, WI 53713","https://www.avidhotels.com/redirect?path=hd&brandCode=va&hotelCode=msnav&_PMID=99601036&cm_mmc=ypm"
"1710","Staybridge Suites Wisconsin Dells - Lake Delton","(608) 678-3283","1345 Great Wolf Drive","Lake Delton, WI 53940","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=msnld&_PMID=99601036&cm_mmc=ypm"
"1712","avid hotels Milwaukee West - Waukesha","(262) 688-4134","2101 Meadow Ln","Pewaukee, WI 53072","https://www.avidhotels.com/redirect?path=hd&brandCode=va&hotelCode=mkeav&_PMID=99601036&cm_mmc=ypm"
"1719","Travel Inn","(307) 460-4103","262 N 3rd St","Laramie, WY 82072",NA
"1722","Pahaska Tepee Resort","(307) 527-7701","183 N Fork Hwy, Ste 1","Cody, WY 82414","http://www.pahaska.com"
"1723","Blackwater Creek Ranch","(307) 587-5201","1516 N Fork Hwy","Cody, WY 82414","http://www.blackwatercreekranch.com"
"1724","Staybridge Suites Cheyenne","(307) 475-3068","5109 Frontier Mall Dr","Cheyenne, WY 82009","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=cyssb&_PMID=99601036&cm_mmc=ypm"
"1725","Candlewood Suites Cheyenne","(307) 400-3273","2335 Tura Pkwy","Cheyenne, WY 82001","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=cysww&_PMID=99601036&cm_mmc=ypm"
"1726","Candlewood Suites Casper","(307) 462-0655","4210 Hospitality Ln","Casper, WY 82609","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=cprcw&_PMID=99601036&cm_mmc=ypm"
"1727","Candlewood Suites Sheridan","(307) 763-5096","1709 Sugarland Dr","Sheridan, WY 82801","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=shrcw&_PMID=99601036&cm_mmc=ypm"
"1728","Candlewood Suites Gillette","(307) 622-1443","904 Country Club Rd","Gillette, WY 82718","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=gcccw&_PMID=99601036&cm_mmc=ypm"
"1730","Sands Inn","(877) 268-4760","1556 9th St","Rock Springs, WY 82901","https://twitter.com/lasvegassands"
"1731","Diamond Suites: Extended Stay","(307) 234-9798","1014 W 15th St","Casper, WY 82604",NA
"1737","Hampton Inn & Suites Riverton","(307) 463-4355","2500 North Federal Blvd","Riverton, WY 82501","http://hamptoninn3.hilton.com/en/hotels/wyoming/hampton-inn-and-suites-riverton-RIWWYHX/index.html"
